Company Symbol,Period,Sales,Expenses,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit Before Tax,Tax %,Net Profit,EPS in Rs,PDF URL
TITAN,Mar 2024,"14,164","12,599","1,565",11%,136,169,154,"1,378",24%,"1,053",11.86,https://www.screener.in/company/source/quarter/3437/3/2024/
TITAN,Jun 2024,"12,494","11,303","1,191",10%,159,201,158,991,22%,771,8.68,https://www.screener.in/company/source/quarter/3437/6/2024/
TITAN,Sep 2024,"13,266","12,019","1,247",9%,120,230,164,973,27%,715,8.05,https://www.screener.in/company/source/quarter/3437/9/2024/
TITAN,Dec 2024,"14,534","13,298","1,236",8%,123,240,171,948,26%,704,7.93,https://www.screener.in/company/source/quarter/3437/12/2024/
TITAN,Mar 2025,"17,740","16,066","1,674",9%,128,231,175,"1,396",25%,"1,047",11.79,https://www.screener.in/company/source/quarter/3437/3/2025/
TITAN,Jun 2025,"14,916","13,379","1,537",10%,116,252,183,"1,218",28%,871,9.81,https://www.screener.in/company/source/quarter/3437/6/2025/
LLOYDSME,Sep 2022,843,581,262,31%,"-1,182",5,5,-930,0%,-930,-20.92,https://www.screener.in/company/source/quarter/1902/9/2022/
LLOYDSME,Dec 2022,674,517,157,23%,13,21,5,143,0%,143,3.21,https://www.screener.in/company/source/quarter/1902/12/2022/
LLOYDSME,Mar 2023,"1,000",773,227,23%,30,21,6,230,0%,230,5.17,https://www.screener.in/company/source/quarter/1902/3/2023/
LLOYDSME,Jun 2023,876,712,165,19%,19,17,7,160,-68%,269,5.33,https://www.screener.in/company/source/quarter/1902/6/2023/
LLOYDSME,Sep 2023,"1,966","1,430",536,27%,12,1,8,540,25%,403,7.99,https://www.screener.in/company/source/quarter/1902/9/2023/
LLOYDSME,Dec 2023,"1,091",805,286,26%,20,1,10,295,22%,231,4.58,https://www.screener.in/company/source/quarter/1902/12/2023/
LLOYDSME,Mar 2024,"1,912","1,463",449,24%,11,2,15,444,25%,332,6.56,https://www.screener.in/company/source/quarter/1902/3/2024/
LLOYDSME,Jun 2024,"1,554","1,096",458,29%,8,2,17,448,38%,277,5.48,https://www.screener.in/company/source/quarter/1902/6/2024/
LLOYDSME,Sep 2024,"2,417","1,699",719,30%,6,2,19,704,21%,557,11.03,https://www.screener.in/company/source/quarter/1902/9/2024/
LLOYDSME,Dec 2024,"1,436","1,025",411,29%,34,4,18,424,29%,301,5.76,https://www.screener.in/company/source/quarter/1902/12/2024/
LLOYDSME,Mar 2025,"1,675","1,139",536,32%,18,8,22,524,26%,389,7.44,https://www.screener.in/company/source/quarter/1902/3/2025/
LLOYDSME,Jun 2025,"1,193",932,261,22%,19,13,22,245,17%,202,3.86,https://www.screener.in/company/source/quarter/1902/6/2025/
PRECOT,Sep 2022,253,218,35,14%,1,10,8,19,25%,14,11.62,https://www.screener.in/company/source/quarter/2546/9/2022/
PRECOT,Dec 2022,235,222,13,6%,1,9,8,-4,-19%,-3,-2.61,https://www.screener.in/company/source/quarter/2546/12/2022/
PRECOT,Mar 2023,227,248,-21,-9%,1,9,9,-37,-24%,-28,-23.28,https://www.screener.in/company/source/quarter/2546/3/2023/
PRECOT,Jun 2023,238,238,-0,-0%,4,8,8,-13,-29%,-9,-7.42,https://www.screener.in/company/source/quarter/2546/6/2023/
PRECOT,Sep 2023,224,217,7,3%,2,10,7,-7,-58%,-3,-2.58,https://www.screener.in/company/source/quarter/2546/9/2023/
PRECOT,Dec 2023,266,250,16,6%,-1,12,5,-1,0%,-1,-0.90,https://www.screener.in/company/source/quarter/2546/12/2023/
PRECOT,Mar 2024,228,210,18,8%,2,8,5,6,-36%,9,7.34,https://www.screener.in/company/source/quarter/2546/3/2024/
PRECOT,Jun 2024,228,206,23,10%,8,8,4,18,32%,12,10.12,https://www.screener.in/company/source/quarter/2546/6/2024/
PRECOT,Sep 2024,208,183,25,12%,0,8,4,13,28%,9,7.83,https://www.screener.in/company/source/quarter/2546/9/2024/
PRECOT,Dec 2024,254,226,28,11%,2,9,5,14,27%,11,8.76,https://www.screener.in/company/source/quarter/2546/12/2024/
PRECOT,Mar 2025,212,186,26,12%,-0,8,4,13,30%,9,7.69,https://www.screener.in/company/source/quarter/2546/3/2025/
PRECOT,Jun 2025,228,200,28,12%,-11,4,5,8,51%,4,3.12,https://www.screener.in/company/source/quarter/2546/6/2025/
ROHLTD,Sep 2022,60,39,21,35%,3,4,4,16,26%,12,4.03,https://www.screener.in/company/source/quarter/2788/9/2022/
ROHLTD,Dec 2022,58,43,15,26%,5,4,4,12,26%,9,3.22,https://www.screener.in/company/source/quarter/2788/12/2022/
ROHLTD,Mar 2023,72,49,24,33%,4,4,5,19,27%,15,5.27,https://www.screener.in/company/source/quarter/2788/3/2023/
ROHLTD,Jun 2023,73,51,22,30%,4,5,5,16,26%,13,4.62,https://www.screener.in/company/source/quarter/2788/6/2023/
ROHLTD,Sep 2023,69,51,18,26%,5,5,5,14,25%,11,3.53,https://www.screener.in/company/source/quarter/2788/9/2023/
ROHLTD,Dec 2023,67,51,15,23%,3,5,5,10,22%,8,2.49,https://www.screener.in/company/source/quarter/2788/12/2023/
ROHLTD,Mar 2024,82,57,25,30%,5,5,5,20,27%,16,5.60,https://www.screener.in/company/source/quarter/2788/3/2024/
ROHLTD,Jun 2024,76,58,18,23%,6,4,5,14,-7%,17,6.06,https://www.screener.in/company/source/quarter/2788/6/2024/
ROHLTD,Sep 2024,73,56,17,23%,5,4,5,12,27%,9,3.21,https://www.screener.in/company/source/quarter/2788/9/2024/
ROHLTD,Dec 2024,70,59,11,16%,8,4,5,10,31%,8,2.73,https://www.screener.in/company/source/quarter/2788/12/2024/
ROHLTD,Mar 2025,89,64,25,28%,6,4,5,22,24%,18,6.49,https://www.screener.in/company/source/quarter/2788/3/2025/
ROHLTD,Jun 2025,87,67,20,23%,6,4,5,16,30%,13,4.79,https://www.screener.in/company/source/quarter/2788/6/2025/
DAMCAPITAL,Mar 2024,44.94,14.84,30.10,66.98%,0.00,0.30,1.63,28.17,25.13%,21.09,,https://www.screener.in/company/source/quarter/1285200/3/2024/
DAMCAPITAL,Jun 2024,84.23,34.97,49.26,58.48%,0.49,0.32,1.66,47.77,30.88%,33.02,,https://www.screener.in/company/source/quarter/1285200/6/2024/
DAMCAPITAL,Dec 2024,44.44,17.76,26.68,60.04%,1.83,0.30,1.66,26.55,16.69%,22.12,,https://www.screener.in/company/source/quarter/1285200/12/2024/
DAMCAPITAL,Mar 2025,103.98,33.06,70.92,68.21%,0.03,0.37,1.28,69.30,25.67%,51.51,7.29,https://www.screener.in/company/source/quarter/1285200/3/2025/
DAMCAPITAL,Jun 2025,36.61,23.42,13.19,36.03%,0.00,1.46,2.61,9.12,6.80%,8.50,1.20,https://www.screener.in/company/source/quarter/1285200/6/2025/
SJS,Sep 2022,103,78,26,25%,2,1,6,22,25%,16,5.33,https://www.screener.in/company/source/quarter/1275092/9/2022/
SJS,Dec 2022,117,86,31,27%,2,1,6,27,27%,20,6.55,https://www.screener.in/company/source/quarter/1275092/12/2022/
SJS,Mar 2023,106,80,26,25%,2,1,6,22,28%,16,5.16,https://www.screener.in/company/source/quarter/1275092/3/2023/
SJS,Jun 2023,107,83,24,23%,3,0,6,21,26%,15,5.05,https://www.screener.in/company/source/quarter/1275092/6/2023/
SJS,Sep 2023,117,89,28,24%,3,1,6,24,25%,18,5.80,https://www.screener.in/company/source/quarter/1275092/9/2023/
SJS,Dec 2023,163,127,36,22%,2,3,11,24,20%,19,6.22,https://www.screener.in/company/source/quarter/1275092/12/2023/
SJS,Mar 2024,161,120,40,25%,1,3,11,28,25%,21,6.69,https://www.screener.in/company/source/quarter/1275092/3/2024/
SJS,Jun 2024,187,139,48,25%,2,2,11,36,25%,27,8.60,https://www.screener.in/company/source/quarter/1275092/6/2024/
SJS,Sep 2024,189,139,49,26%,1,2,11,38,25%,28,8.97,https://www.screener.in/company/source/quarter/1275092/9/2024/
SJS,Dec 2024,193,143,50,26%,2,2,11,39,25%,29,9.34,https://www.screener.in/company/source/quarter/1275092/12/2024/
SJS,Mar 2025,179,133,45,25%,3,1,11,36,23%,28,8.80,https://www.screener.in/company/source/quarter/1275092/3/2025/
SJS,Jun 2025,201,150,51,25%,2,1,12,41,17%,34,10.67,https://www.screener.in/company/source/quarter/1275092/6/2025/
ELGIEQUIP,Sep 2022,694,616,78,11%,14,3,19,70,31%,49,1.54,https://www.screener.in/company/source/quarter/910/9/2022/
ELGIEQUIP,Dec 2022,739,626,113,15%,16,5,20,104,31%,72,2.27,https://www.screener.in/company/source/quarter/910/12/2022/
ELGIEQUIP,Mar 2023,772,659,113,15%,18,6,20,105,24%,80,2.53,https://www.screener.in/company/source/quarter/910/3/2023/
ELGIEQUIP,Jun 2023,836,708,127,15%,128,5,20,231,26%,170,5.37,https://www.screener.in/company/source/quarter/910/6/2023/
ELGIEQUIP,Sep 2023,724,635,89,12%,20,5,19,86,29%,60,1.91,https://www.screener.in/company/source/quarter/910/9/2023/
ELGIEQUIP,Dec 2023,806,663,143,18%,13,7,19,130,30%,91,2.88,https://www.screener.in/company/source/quarter/910/12/2023/
ELGIEQUIP,Mar 2024,822,692,129,16%,13,8,19,114,27%,84,2.65,https://www.screener.in/company/source/quarter/910/3/2024/
ELGIEQUIP,Jun 2024,866,741,125,14%,15,10,20,110,31%,76,2.41,https://www.screener.in/company/source/quarter/910/6/2024/
ELGIEQUIP,Sep 2024,801,687,114,14%,14,9,19,100,27%,73,2.30,https://www.screener.in/company/source/quarter/910/9/2024/
ELGIEQUIP,Dec 2024,869,727,142,16%,16,8,19,131,28%,95,2.99,https://www.screener.in/company/source/quarter/910/12/2024/
ELGIEQUIP,Mar 2025,848,728,119,14%,15,6,19,111,27%,81,2.54,https://www.screener.in/company/source/quarter/910/3/2025/
ELGIEQUIP,Jun 2025,993,843,150,15%,18,8,20,140,27%,102,3.22,https://www.screener.in/company/source/quarter/910/6/2025/
SPICEJET,Sep 2022,"2,457","2,847",-390,-16%,17,130,281,-784,0%,-784,-13.02,https://www.screener.in/company/source/quarter/3151/9/2022/
SPICEJET,Dec 2022,"1,954","2,510",-555,-28%,147,143,282,-833,0%,-833,-13.85,https://www.screener.in/company/source/quarter/3151/12/2022/
SPICEJET,Mar 2023,"2,317","2,363",-46,-2%,506,115,235,110,0%,110,1.84,https://www.screener.in/company/source/quarter/3151/3/2023/
SPICEJET,Jun 2023,"2,145","2,160",-15,-1%,354,120,225,-6,0%,-6,-0.10,https://www.screener.in/company/source/quarter/3151/6/2023/
SPICEJET,Sep 2023,"2,004","1,738",265,13%,263,123,208,198,0%,198,3.28,https://www.screener.in/company/source/quarter/3151/9/2023/
SPICEJET,Dec 2023,"1,429","1,872",-443,-31%,297,114,189,-449,0%,-449,-6.56,https://www.screener.in/company/source/quarter/3151/12/2023/
SPICEJET,Mar 2024,"1,914","2,145",-231,-12%,242,126,184,-299,0%,-299,-4.36,https://www.screener.in/company/source/quarter/3151/3/2024/
SPICEJET,Jun 2024,"1,738","1,973",-235,-14%,636,102,173,127,0%,127,1.62,https://www.screener.in/company/source/quarter/3151/6/2024/
SPICEJET,Sep 2024,"1,708","1,659",49,3%,370,88,172,158,0%,158,2.00,https://www.screener.in/company/source/quarter/3151/9/2024/
SPICEJET,Dec 2024,915,"1,290",-376,-41%,163,88,158,-458,0%,-458,-3.57,https://www.screener.in/company/source/quarter/3151/12/2024/
SPICEJET,Mar 2025,"1,237","1,425",-188,-15%,417,61,148,20,0%,20,0.16,https://www.screener.in/company/source/quarter/3151/3/2025/
SPICEJET,Jun 2025,"1,466","1,393",73,5%,492,57,166,342,0%,342,2.42,https://www.screener.in/company/source/quarter/3151/6/2025/
ATLANTAA,Sep 2022,12.22,9.51,2.71,22.18%,2.03,0.49,6.87,-2.62,-0.00%,-2.62,-0.32,https://www.screener.in/company/source/quarter/314/9/2022/
ATLANTAA,Dec 2022,12.13,5.19,6.94,57.21%,1.87,1.36,6.87,0.58,-0.00%,0.58,0.07,https://www.screener.in/company/source/quarter/314/12/2022/
ATLANTAA,Mar 2023,23.43,9.35,14.08,60.09%,2.12,3.63,6.87,5.70,-0.00%,5.70,0.70,https://www.screener.in/company/source/quarter/314/3/2023/
ATLANTAA,Jun 2023,3.87,7.94,-4.07,-105.17%,2.11,0.63,10.27,-12.86,180.33%,-36.06,-4.42,https://www.screener.in/company/source/quarter/314/6/2023/
ATLANTAA,Sep 2023,13.82,5.42,8.40,60.78%,2.34,0.68,8.73,1.33,-0.00%,1.32,0.16,https://www.screener.in/company/source/quarter/314/9/2023/
ATLANTAA,Dec 2023,13.01,5.63,7.38,56.73%,313.94,1.10,9.06,311.16,-0.00%,311.16,38.07,https://www.screener.in/company/source/quarter/314/12/2023/
ATLANTAA,Mar 2024,14.57,4.07,10.50,72.07%,2.05,1.38,8.76,2.41,-0.00%,2.40,0.29,https://www.screener.in/company/source/quarter/314/3/2024/
ATLANTAA,Jun 2024,91.37,64.41,26.96,29.51%,161.47,1.28,9.24,177.91,14.02%,152.96,18.76,https://www.screener.in/company/source/quarter/314/6/2024/
ATLANTAA,Sep 2024,15.41,8.15,7.26,47.11%,22.22,0.97,10.62,17.89,25.71%,13.29,1.63,https://www.screener.in/company/source/quarter/314/9/2024/
ATLANTAA,Dec 2024,13.43,7.12,6.31,46.98%,2.31,-0.12,10.63,-1.89,-10.58%,-1.69,-0.21,https://www.screener.in/company/source/quarter/314/12/2024/
ATLANTAA,Mar 2025,14.07,9.03,5.04,35.82%,4.05,1.97,10.66,-3.54,-711.58%,21.65,2.66,https://www.screener.in/company/source/quarter/314/3/2025/
ATLANTAA,Jun 2025,25.18,11.03,14.15,56.20%,2.85,1.01,10.64,5.35,-74.58%,9.33,1.14,https://www.screener.in/company/source/quarter/314/6/2025/
SIS,Sep 2022,"2,678","2,557",121,5%,7,25,29,75,-11%,83,5.61,https://www.screener.in/company/source/quarter/1274119/9/2022/
SIS,Dec 2022,"2,768","2,658",110,4%,10,28,33,59,-14%,67,4.58,https://www.screener.in/company/source/quarter/1274119/12/2022/
SIS,Mar 2023,"2,904","2,778",126,4%,4,31,34,66,-58%,103,7.03,https://www.screener.in/company/source/quarter/1274119/3/2023/
SIS,Jun 2023,"2,996","2,861",135,4%,21,32,39,85,-9%,93,6.39,https://www.screener.in/company/source/quarter/1274119/6/2023/
SIS,Sep 2023,"2,977","2,838",139,5%,14,33,36,85,-6%,90,6.14,https://www.screener.in/company/source/quarter/1274119/9/2023/
SIS,Dec 2023,"3,074","2,929",144,5%,19,35,40,88,15%,75,5.17,https://www.screener.in/company/source/quarter/1274119/12/2023/
SIS,Mar 2024,"3,073","2,922",151,5%,12,40,42,82,55%,37,2.53,https://www.screener.in/company/source/quarter/1274119/3/2024/
SIS,Jun 2024,"3,138","3,054",84,3%,22,40,49,17,168%,-12,-0.81,https://www.screener.in/company/source/quarter/1274119/6/2024/
SIS,Sep 2024,"3,130","2,992",137,4%,19,42,43,71,10%,64,4.46,https://www.screener.in/company/source/quarter/1274119/9/2024/
SIS,Dec 2024,"3,269","3,124",145,4%,14,40,42,76,9%,69,4.77,https://www.screener.in/company/source/quarter/1274119/12/2024/
SIS,Mar 2025,"3,363","3,206",157,5%,39,41,41,114,11%,102,7.08,https://www.screener.in/company/source/quarter/1274119/3/2025/
SIS,Jun 2025,"3,428","3,263",165,5%,-283,38,38,-194,15%,-223,-15.47,https://www.screener.in/company/source/quarter/1274119/6/2025/
TECHNOE,Sep 2022,145,123,22,15%,28,1,2,48,25%,36,3.23,https://www.screener.in/company/source/quarter/1274597/9/2022/
TECHNOE,Dec 2022,186,153,32,17%,42,1,2,71,17%,59,5.35,https://www.screener.in/company/source/quarter/1274597/12/2022/
TECHNOE,Mar 2023,185,162,23,13%,20,2,2,40,21%,31,2.90,https://www.screener.in/company/source/quarter/1274597/3/2023/
TECHNOE,Jun 2023,313,306,7,2%,78,6,2,77,21%,61,5.65,https://www.screener.in/company/source/quarter/1274597/6/2023/
TECHNOE,Sep 2023,274,253,21,8%,29,4,2,44,42%,25,2.35,https://www.screener.in/company/source/quarter/1274597/9/2023/
TECHNOE,Dec 2023,462,385,78,17%,29,4,2,101,27%,74,6.86,https://www.screener.in/company/source/quarter/1274597/12/2023/
TECHNOE,Mar 2024,327,270,56,17%,45,4,2,95,4%,92,8.54,https://www.screener.in/company/source/quarter/1274597/3/2024/
TECHNOE,Jun 2024,440,385,54,12%,31,4,2,79,2%,78,7.21,https://www.screener.in/company/source/quarter/1274597/6/2024/
TECHNOE,Sep 2024,375,323,52,14%,68,2,2,117,16%,98,9.12,https://www.screener.in/company/source/quarter/1274597/9/2024/
TECHNOE,Dec 2024,441,371,70,16%,39,2,2,105,11%,94,8.10,https://www.screener.in/company/source/quarter/1274597/12/2024/
TECHNOE,Mar 2025,636,546,90,14%,44,3,2,129,26%,96,8.25,https://www.screener.in/company/source/quarter/1274597/3/2025/
TECHNOE,Jun 2025,816,689,127,16%,53,4,2,174,23%,135,11.58,https://www.screener.in/company/source/quarter/1274597/6/2025/
VISASTEEL,Sep 2022,196.87,195.45,1.42,0.72%,0.35,5.95,21.24,-25.42,0.00%,-25.42,-2.20,https://www.screener.in/company/source/quarter/3680/9/2022/
VISASTEEL,Dec 2022,193.08,187.40,5.68,2.94%,0.24,5.81,21.50,-21.39,0.00%,-21.39,-1.85,https://www.screener.in/company/source/quarter/3680/12/2022/
VISASTEEL,Mar 2023,160.26,156.54,3.72,2.32%,"1,748.08",6.33,18.05,"1,727.42",0.00%,"1,727.42",149.19,https://www.screener.in/company/source/quarter/3680/3/2023/
VISASTEEL,Jun 2023,107.28,109.41,-2.13,-1.99%,0.90,7.28,11.82,-20.33,0.00%,-20.33,-1.76,https://www.screener.in/company/source/quarter/3680/6/2023/
VISASTEEL,Sep 2023,234.96,229.81,5.15,2.19%,0.47,7.75,11.87,-14.00,0.00%,-14.00,-1.21,https://www.screener.in/company/source/quarter/3680/9/2023/
VISASTEEL,Dec 2023,189.23,194.82,-5.59,-2.95%,0.24,7.33,11.97,-24.65,0.00%,-24.65,-2.13,https://www.screener.in/company/source/quarter/3680/12/2023/
VISASTEEL,Mar 2024,89.63,94.27,-4.64,-5.18%,0.37,7.49,12.61,-24.37,0.00%,-24.36,-2.10,https://www.screener.in/company/source/quarter/3680/3/2024/
VISASTEEL,Jun 2024,156.08,145.91,10.17,6.52%,0.43,7.34,12.14,-8.88,0.00%,-8.88,-0.77,https://www.screener.in/company/source/quarter/3680/6/2024/
VISASTEEL,Sep 2024,134.73,122.38,12.35,9.17%,0.23,7.43,12.06,-6.91,0.00%,-6.92,-0.60,https://www.screener.in/company/source/quarter/3680/9/2024/
VISASTEEL,Dec 2024,150.62,142.68,7.94,5.27%,7.74,7.63,12.21,-4.16,0.00%,-4.16,-0.36,https://www.screener.in/company/source/quarter/3680/12/2024/
VISASTEEL,Mar 2025,118.73,116.23,2.50,2.11%,0.34,7.88,12.23,-17.27,0.00%,-17.28,-1.49,https://www.screener.in/company/source/quarter/3680/3/2025/
VISASTEEL,Jun 2025,162.41,153.90,8.51,5.24%,-476.70,7.86,12.15,-488.20,0.00%,-488.20,-42.16,https://www.screener.in/company/source/quarter/3680/6/2025/
SUBROS,Sep 2022,709,665,43,6%,2,1,27,18,34%,12,1.79,https://www.screener.in/company/source/quarter/3225/9/2022/
SUBROS,Dec 2022,695,655,40,6%,4,2,28,15,33%,10,1.49,https://www.screener.in/company/source/quarter/3225/12/2022/
SUBROS,Mar 2023,655,621,34,5%,8,2,28,12,33%,8,1.27,https://www.screener.in/company/source/quarter/3225/3/2023/
SUBROS,Jun 2023,748,697,51,7%,6,2,28,26,31%,18,2.80,https://www.screener.in/company/source/quarter/3225/6/2023/
SUBROS,Sep 2023,693,646,47,7%,2,2,27,20,32%,14,2.08,https://www.screener.in/company/source/quarter/3225/9/2023/
SUBROS,Dec 2023,813,743,70,9%,3,3,29,42,36%,27,4.10,https://www.screener.in/company/source/quarter/3225/12/2023/
SUBROS,Mar 2024,732,673,60,8%,7,4,28,34,21%,27,4.12,https://www.screener.in/company/source/quarter/3225/3/2024/
SUBROS,Jun 2024,832,755,77,9%,4,4,32,45,32%,30,4.66,https://www.screener.in/company/source/quarter/3225/6/2024/
SUBROS,Sep 2024,810,733,77,10%,3,3,31,47,26%,35,5.36,https://www.screener.in/company/source/quarter/3225/9/2024/
SUBROS,Dec 2024,828,752,76,9%,6,2,32,49,25%,36,5.58,https://www.screener.in/company/source/quarter/3225/12/2024/
SUBROS,Mar 2025,821,745,76,9%,5,3,32,46,28%,33,5.05,https://www.screener.in/company/source/quarter/3225/3/2025/
SUBROS,Jun 2025,908,816,93,10%,6,3,34,62,25%,46,7.08,https://www.screener.in/company/source/quarter/3225/6/2025/
MICEL,Dec 2022,2.08,2.60,-0.52,-25.00%,1.26,0.21,0.54,-0.01,0.00%,-0.01,-0.00,https://www.screener.in/company/source/quarter/2073/12/2022/
MICEL,Mar 2023,7.40,7.07,0.33,4.46%,-0.28,0.30,0.67,-0.92,0.00%,-0.92,-0.04,https://www.screener.in/company/source/quarter/2073/3/2023/
MICEL,Jun 2023,11.01,8.60,2.41,21.89%,0.72,0.16,0.54,2.43,0.00%,2.43,0.11,https://www.screener.in/company/source/quarter/2073/6/2023/
MICEL,Sep 2023,8.26,6.16,2.10,25.42%,0.22,0.54,0.55,1.23,-0.81%,1.24,0.06,https://www.screener.in/company/source/quarter/2073/9/2023/
MICEL,Dec 2023,10.31,7.32,2.99,29.00%,6.78,0.48,0.38,8.91,1.23%,8.80,0.39,https://www.screener.in/company/source/quarter/2073/12/2023/
MICEL,Mar 2024,17.49,14.90,2.59,14.81%,0.82,0.35,0.35,2.71,0.00%,2.71,0.12,https://www.screener.in/company/source/quarter/2073/3/2024/
MICEL,Jun 2024,22.96,17.55,5.41,23.56%,0.86,0.42,0.37,5.48,-804.93%,49.59,2.24,https://www.screener.in/company/source/quarter/2073/6/2024/
MICEL,Sep 2024,10.71,8.12,2.59,24.18%,0.22,0.46,0.39,1.96,0.00%,1.97,0.08,https://www.screener.in/company/source/quarter/2073/9/2024/
MICEL,Dec 2024,27.46,23.82,3.64,13.26%,0.23,1.35,0.39,2.13,0.00%,2.13,0.09,https://www.screener.in/company/source/quarter/2073/12/2024/
MICEL,Mar 2025,11.75,8.30,3.45,29.36%,0.49,1.38,0.39,2.17,0.00%,2.17,0.09,https://www.screener.in/company/source/quarter/2073/3/2025/
MICEL,Jun 2025,44.85,36.49,8.36,18.64%,0.31,1.42,0.44,6.81,47.58%,3.57,0.15,https://www.screener.in/company/source/quarter/2073/6/2025/
MICEL,Sep 2025,11.61,7.50,4.11,35.40%,0.14,1.67,0.91,1.67,0.00%,1.67,0.07,https://www.screener.in/company/source/quarter/2073/9/2025/
GAYAHWS,Sep 2022,26.42,3.26,23.16,87.66%,-55.16,32.50,6.21,-70.71,0.00%,-70.71,-2.95,https://www.screener.in/company/source/quarter/1274372/9/2022/
GAYAHWS,Dec 2022,2.87,3.66,-0.79,-27.53%,-70.77,5.22,0.01,-76.79,0.00%,-76.79,-3.20,https://www.screener.in/company/source/quarter/1274372/12/2022/
GAYAHWS,Mar 2023,1.87,0.54,1.33,71.12%,-86.19,5.22,0.01,-90.09,0.00%,-95.79,-4.00,https://www.screener.in/company/source/quarter/1274372/3/2023/
GAYAHWS,Jun 2023,1.48,1.95,-0.47,-31.76%,125.30,5.19,0.01,119.63,0.00%,115.65,4.83,https://www.screener.in/company/source/quarter/1274372/6/2023/
GAYAHWS,Sep 2023,0.18,0.27,-0.09,-50.00%,-84.43,5.20,0.02,-89.74,0.00%,-89.74,-3.74,https://www.screener.in/company/source/quarter/1274372/9/2023/
GAYAHWS,Dec 2023,0.18,0.23,-0.05,-27.78%,-88.30,5.22,0.02,-93.59,0.04%,-98.96,-4.13,https://www.screener.in/company/source/quarter/1274372/12/2023/
GAYAHWS,Mar 2024,0.18,1.39,-1.21,-672.22%,-69.35,5.22,0.02,-75.80,0.01%,-76.22,-3.18,https://www.screener.in/company/source/quarter/1274372/3/2024/
GAYAHWS,Jun 2024,1.18,7.21,-6.03,-511.02%,-156.78,-0.55,0.02,-162.28,0.00%,-168.26,-7.02,https://www.screener.in/company/source/quarter/1274372/6/2024/
GAYAHWS,Sep 2024,1.68,0.59,1.09,64.88%,-68.32,3.77,0.02,-71.02,0.04%,-74.93,-3.13,https://www.screener.in/company/source/quarter/1274372/9/2024/
GAYAHWS,Dec 2024,0.65,1.23,-0.58,-89.23%,-56.60,3.77,0.02,-60.97,0.02%,-45.24,-1.89,https://www.screener.in/company/source/quarter/1274372/12/2024/
GAYAHWS,Mar 2025,2.18,5.34,-3.16,-144.95%,-68.22,3.77,0.02,-75.17,-0.05%,-98.17,-4.10,https://www.screener.in/company/source/quarter/1274372/3/2025/
GAYAHWS,Jun 2025,1.18,3.26,-2.08,-176.27%,"1,338.74",3.77,0.01,"1,332.88",0.00%,"1,347.30",56.22,https://www.screener.in/company/source/quarter/1274372/6/2025/
DEEPAKNTR,Sep 2022,"2,058","1,702",356,17%,10,9,42,315,26%,235,17.20,https://www.screener.in/company/source/quarter/786/9/2022/
DEEPAKNTR,Dec 2022,"1,962","1,691",271,14%,12,6,42,235,26%,174,12.79,https://www.screener.in/company/source/quarter/786/12/2022/
DEEPAKNTR,Mar 2023,"1,991","1,676",315,16%,13,6,41,281,26%,209,15.33,https://www.screener.in/company/source/quarter/786/3/2023/
